FirstName,MiddleName,LastName,CustomerID,Address,PostalCode,Email,Phone,DOB,SignupDate,Gender,AnnualIncome,CustomerSegment,LastPurchaseAmount,LifetimeValue,EmailOptIn
Rohit,P,Nair,100606,"96, Church St, Surat, Gujarat",OqpLnz,Rohit32@hotmail.com,0424122020,2002-01-12,2020-12-01,Female,823607.35,Loyal,43962.25,501067.47,No
Oliver,,Kumar,103609,"213, MG Road PO Box 4413, New Delhi, Delhi",224857,oliver.kumar@example.com,5863131249,1895-06-10,1936-01-20,F,69371.36,Silver,3177.2,48004.95,Y
Che,A,Brown,103435,"192, Ring Road, New Delhi, Delhi",440277,che.brown@corporate.co,6785531552,1998-02-03,2024-04-20,Female,284548.89,Platinum,2181.9,39259.19,1
Michael,B,Wilson,101331,"220, Business Park, Pune, Maharashtra",394693,michael.wilson@yahoo.com,0153176563,1957-10-31,2010-04-12,Female,649228.36,New,16872.68,68686.1,n
 Daid ,H,Lee,103936,"11, 1st Main, Chandigarh, Punjab",443359,daid.lee@mail.biz,7675034964,1955-11-08,1997-04-19,Female,719127.14,New,25044.75,381662.82,maybe
Sara,B,Kumar,101181," 150, Ring Road, Bengaluru, Karnataka   ",705187,sara.kumar@mail.biz,+91-5432995236,1965-12-15,1999-06-27,M,171393.75,New,12166.77,49935.01,1
Sowmya,S,Iyer,103725,"39, Ring Road, Mumbai, Maharashtra",211400,sowmya.iyermail.biz,8664328342,1955-09-22,2022-01-29,F,759101.77,Platinum,49790.88,725762.6,N
Michael,Kr,Sharma,103203,"137, Church St, Chennai, Tamil Nadu",811412,michael.sharma@gmail.com,+91-6820861328,1987-11-25,2022-02-21,O,1162773.89,Loyal,19811.4,75361.55,0
Oliver,H,Johnson,101769,"163, Park Street, Chennai, Tamil Nadu",409665,oliver.johnson@yahoo.com,1648143584,1999-02-07,2015-03-09,F,871426.55,Occasional,12126.97,213458.48,Y
Sowmya,V,Gonzalez,101755,"133, Lake View, Jaipur, Rajasthan",115077,sowmya.gonzalez@corporate.co,+91-5242927884,1971-07-19,2001-08-11,F,625581.04,Occasional,10425.71,151037.23,y
Liué,L,Singh,104241,"159, Ring Road, Pune, Maharashtra",vohyrC,liué.singh@gmail.com,4074363068,1965-08-12,1994-06-01,M,1314077.34,New,17225.87,74193.89,Y
Lakshmi,B,Sharma,101345,"13, MG Road, Ahmedabad, Gujarat",765195,lakshmi.sharma@hotmail.com,48572 85179,1988-04-09,2003-06-27,M,892093.45,Gold,35417.24,370620.08,
Carlos,K,Nair,100510,"175, MG Road, Hyderabad, Telangana",558905,carlos.nair@corporate.co,3750527078,2000-01-09,2023-08-03,Female,730598.9,Gold,372.75,2292.62,Yes
Michael,V,Das,101676,"72, Sector 18, Bengaluru, Karnataka",935770,michael.das@corporate.co,2302004969,1948-09-15,2019-04-13,M,925752.13,Occasional,27591.65,70534.13,1
David,V,Wilson,102061,"125, Cross St, Kolkata, West Bengal",295231,david.wilson@hotmail.com,8888273626,1979-07-22,1994-09-13,M,63107.11,New,48972.75,369256.12,
Meea,Na,Sharma,CUST-OQXCIP,"93, Temple Rd, Surat, Gujarat",713242,meea.sharma@gmail.com,04494856,1948-07-31,2018-06-15,F,1385865.31,New,5587.77,10231.89,Y
Emma,B,Wilson Jr.,100456,"73, Park Street, Chandigarh, Punjab",914509,emma.wilson@corporate.co,+91-3065245628,1996-03-01,2020-10-18,Male,640145.01,Loyal,3108.44,22428.8,N
Meera,,Reddy,101808,"52, Temple Rd, Chennai, Tamil Nadu",413750,meera.reddy@gmail.com,0674298518,2006-08-30,2024-08-09,F,616616.15,Loyal,30335.79,588405.53,1
Raj,S,Wang,102467,"108, MG Road PO Box 9774, Bengaluru, Karnataka",842210,raj.wang@mail.biz,69495 83129,1998-02-18,2024-08-30,M,1038850.97,Loyal,47888.94,911921.59,0
Sneha,,Sharma,100756,"17, Sector 18, Mumbai, Maharashtra",487321,sneha.sharma@example.com,+91-8902006064,1993-10-30,2011-02-22,Female,1950976.69,Silver,29798.46,489419.6,
Kumar,,Dasgupta,103400,"156, Church St, Ahmedabad, Gujarat",493700,kumar.dasgupta@example.com,5786583648,1966-11-03,1960-09-09,Male,1941026.8,Loyal,48440.46,55433.22,
Amit,K,Gonzalez,101065,"69, Station Rd, New Delhi, Delhi",727192,amit.gonzalez@gmail.com,04327 02161,2002-10-26,2020-07-01,Female,1622169.82,Silver,1456.01,22125.05,Y
Isha,L,Fernandez,101265," 245, Lake View, Hyderabad, Telangana   ",,isha.fernandez@mail.biz,61180 84339,1994-12-16,2014-07-09,F,1717376.45,Platinum,35899.89,191164.47,No
Lakshmi,P,Gupta,104577,"156, Ring Road, Kolkata, West Bengal",653659,lakshmi.gupta@example.com,22837 87676,1968-07-12,2020-10-04,M,1905296.6,Platinum,44879.45,695232.55,
Noah,,Khan,101819,"238, Church St, Ahmedabad, Gujarat",tAFNKn,noah.khan@corporate.co,8602085645,1974-08-23,2025-07-30,F,1439001.15,Silver,25458.66,387965.14,0
Fatima,,Gonzalez,100691,"202, Sector 18, Surat, Gujarat",471421,fatima.gonzalez@mail.biz,88518 44303,1949-01-10,2017-11-30,F,1379118.38,Silver,8460.91,48885.54,maybe
Karthik,A,Kumar,104984,"208, Church St, Jaipur, Rajasthan",338607,karthik.kumar@mail.biz,7293507634,1947-04-26,2019-11-06,M,1148623.24,Loyal,0.0,-1.91,Y
Oliver,A,Lee_,104205,"188, Sector 18, Hyderabad, Telangana",150864,oliver.lee_gmail.com,+91-2512257988,1995-02-18,1992-01-26,F,782192.81,New,12813.21,167723.91,
umar,Devi,Das,100501,"127, Sector 18, New Delhi, Delhi",466267,umar.das@gmail.com,+91-5952937041,1953-10-23,2008-02-15,Female,1583249.47,Gold,21652.18,267876.69,N/A
Priya,,Johnson,102168,"121, Industrial Area, Pune, Maharashtra",885825,priya.johnson@hotmail.com,96891 22226,1961-07-08,1987-11-21,M,82165.97,Silver,24558.12,75943.04,
John,,Gonzalez,102558,"147, 1st Main PO Box 4514, New Delhi, Delhi",137902,john.gonzalez@hotmail.com,74615 56523,1962-09-07,2011-05-11,Male,849561.96,Gold,45538.22,871499.99,y
Ananya,V,Fernandez,101038,"94, Cross St, New Delhi, Delhi",432606,ananya.fernandez@yahoo.com,+91-3744236559,1959-03-09,2000-12-28,M,1919107.37,Platinum,8532.91,164601.32,No
Isha,S,Thomas,101021,"245, Ring Road, Bengaluru, Karnataka",435824,isha.thomas@example.com,13976 78883,2007-05-03,2023-06-30,Female,1970751.2,Occasional,10005.16,190945.72,TRUE
Emma,Kr,Singh,100181,"16, Church St, Pune, Maharashtra",557334,Emma81@mail.biz,8158858682,1959-04-19,2015-02-04,M,1556173.25,Bronze,33208.01,532376.19,
David,,Nair,104350,"228, 1st Main, Mumbai, Maharashtra",000000,David75@gmail.com,5871703618,1956-05-11,1995-11-10,M,419446.42,Bronze,787.92,8308.7,Y
Emma,P,Nair,101508,"204, Ring Road, Mumbai, Maharashtra",741227,Emma48@gmail.com,+91-8898866245,1999-07-08,2023-05-05,female,253247.26,New,19930.83,303440.39,0
neha,,Johnson,100210,"114, Sector 18, Hyderabad, Telangana",993990,neha.johnson@gmail.com,6088379595,1990-09-22,2006-09-17,F,354206.74,Loyal,15592.67,181635.03,
Lakshmi,,Gonzalez,103773,"159, Lake View, Chandigarh, Punjab",213904,lakshmi.gonzalez@corporate.co,16963 53778,1950-04-27,1999-05-15,Male,255477.67,Bronze,8754.66,56507.06,1
Sowmya,P,Dasgupta,102081,"160, Lake View, New Delhi, Delhi",1513375,sowmya.dasgupta@yahoo.com,0822568016,1968-06-21,1986-07-03,M,761339.72,Bronze,526.61,5521.26,y
Lakshmi,L,Sharma,100736,"219, Sector 18, Hyderabad, Telangana",518183,lakshmi.sharma@gmail.com,7859804226,1988-12-01,2013-09-11,M,262589.72,New,49639.83,327134.09,TRUE
Oliver,,Lee,102555,"49, Temple Rd, Chennai, Tamil Nadu",401109,oliver.lee@mail.biz,72337 87353,1967-05-16,1989-12-24,Male,884883.44,Silver,26957.21,486748.98,N/A
Aarav,L,Khan,103051,"188, Ring Road, Bengaluru, Karnataka",922131,aarav.khan@example.com,6010553251,1954-12-24,1983-03-24,F,1514795.84,Silver,45354.74,711222.95,N
Raj,K,Brown,104523,"55, Industrial Area, New Delhi, Delhi",921062,raj.brown@hotmail.com,4982515350,1963-03-02,2014-12-03,F,249295.54,New,139.82,1346.91,n
Liu,B,Wilson,104293,"142, Church St, Hyderabad, Telangana",620841,liu.wilson@hotmail.com,09596 23951,1958-08-10,1976-02-11,Female,506897.43,Silver,21863.65,273695.08,maybe
Michael,M,Gonzalez,100716,"47, Temple Rd, New Delhi, Delhi",356768,michael.gonzalez@gmail.com,3316090470,1992-04-07,2020-02-01,F,238554.52,Occasional,24260.24,356594.57,
Sara,K,Gupta,102481,"59, Church St, Jaipur, Rajasthan",574169,sara.gupta@yahoo.com,+91-8192024530,2000-03-23,2016-12-24,,1651958.71,Platinum,-9481.45,-150021.39,No
Isha,B,Wang,102964,"31, Station Rd, Kolkata, West Bengal",184313,isha.wang@yahoo.com,7588743627,1951-05-16,2015-02-03,F,1933999.53,Platinum,38059.32,529947.19,N/A
Aarav,,Singh,100903,"37, Park Street, Kolkata, West Bengal",953667,aarav.singh@hotmail.com,81477 08548,1968-01-11,1960-02-21,Female,336484.39,Gold,35339.78,397740.77,maybe
Noah,B,Thomas Jr.,101334,"242, Sector 18, Mumbai, Maharashtra",852528,noah.thomas@hotmail.com,42117 97770,1958-12-27,1999-10-30,M,210153.85,Occasional,11019.64,71996.63,N/A
Carlos,,Patel,103653,"237, Business Park, Mumbai, Maharashtra",674492,carlos.patel@yahoo.com,5254402343,1998-01-12,2020-06-24,M,1356628.75,Loyal,24162.9,237587.68,N/A
MEERA,,Khan,104211,"164, Cross St, Kolkata, West Bengal",898525,meera.khan@example.com,19781 86609,1972-09-17,1995-03-08,F,1850044.77,Loyal,34315.86,396660.08,1
Aarav,Devi,Gonzalez,102280,"74, Church St, Chandigarh, Punjab",379405,aarav.gonzalez@hotmail.com,2156089133,1965-07-08,1988-03-22,F,1483182.22,New,47429.69,617106.04,n
Karthik,,Brown,101102," 26, Temple Rd, Hyderabad, Telangana   ",499456,karthik.brown@mail.biz,62585 02067,2026-06-24,2025-10-13,male,577387.91,Bronze,18479.83,169325.8,
Meera,,Johnson,101030,"158, Cross St, Kolkata, West Bengal",443642,meera.johnson@hotmail.com,8784047801,1981-03-18,2009-07-11,M,1021103.18,Bronze,6267.03,54002.19,
Naveen,,Das,103436,"53, Church St, Ahmedabad, Gujarat",976465,naveen.das@yahoo.com,75127 64855,1966-11-24,2010-01-14,Male,1866935.95,New,4661.88,76758.77,Yes
Raj,,Nair,103582,"128, Industrial Area, Pune, Maharashtra",7262258,raj.nair@yahoo.com,+91-9389921896,1993-01-18,2019-12-04,male,1585558.38,New,34877.26,93516.97,Y
Rohit,Na,Khan,104465,"214, Park Street, New Delhi, Delhi",924110,rohitkhan@yahoocom,02209 41843,2005-03-31,2024-10-16,Male,1193110.75,Gold,21914.12,435846.45,maybe
NAVEEN,,Iyer,101668,"109, Park Street, Pune, Maharashtra",568657,naveen.iyer@corporate.co,2233506034,1962-10-01,2013-03-25,F,51516.78,Bronze,-18262.14,-318534.06,N/A
Emma,A,Patel,102889,"229, Temple Rd, Chandigarh, Punjab",487495,emma.patel@hotmail.com,8442159916,1948-09-30,1988-04-13,Other,1509107.28,Bronze,13790.31,271200.07,0
Lakshmi,,Smith,101106," 202, Park Street, Mumbai, Maharashtra   ",676295,lakshmi.smith@hotmail.com,+91-1795321558,2002-11-04,2024-06-29,M,168549.94,Occasional,25998.12,429506.95,Y
Raj,H,Wilson,104145,"62, Business Park, Chandigarh, Punjab",518495,raj.wilson@gmail.com,44169 63658,1955-02-15,2011-03-23,Female,303598.87,Gold,26538.2,201745.16,Yes
Rohit,Devi,Patel,102691,"107, Business Park, Chennai, Tamil Nadu",905609,rohit.patel@hotmail.com,6043757406,2005-09-22,2025-08-25,Female,157815.32,Occasional,38239.75,230606.69,N/A
Ananya,B,Thomas,101624,"172, Business Park, Pune, Maharashtra",605786,ananya.thomas@hotmail.com,5111207622,1976-04-30,2016-12-27,Male,857807.67,Loyal,48893.15,67326.24,
Rohit,,Gupta,101383,"119, Station Rd, Pune, Maharashtra",255165,rohit.gupta@yahoo.com,5156064770,2005-08-02,2023-11-18,Male,1451440.04,Bronze,48811.77,108383.08,TRUE
Fatima,,Gonzalez,103027,"80, Cross St, Hyderabad, Telangana",172592,fatima.gonzalez@hotmail.com,7509732282,1893-10-03,2003-05-06,M,1970251.32,Platinum,36387.68,416131.44,Y
Fatima,,Kumar,104611,"202, Station Rd, Chandigarh, Punjab",605463,fatima.kumar@gmail.com,0052098801,1963-10-10,1981-09-06,F,82123870.92,New,37146.43,132012.58,TRUE
Naveen,M,Gupta,104726,"50, Ring Road, Surat, Gujarat",666228,naveen.gupta@corporate.co,9878010002,1949-08-05,1939-08-18,F,297162.1,Gold,23186.79,170184.59,TRUE
Isha,V,Gonzalez,100944,"142, 1st Main, Kolkata, West Bengal",000000,isha.gonzalez@mail.biz,45031 07783,2001-04-30,2000-03-27,M,1559499.87,Silver,19766.89,160722.18,N/A
Sara8,Devi,Gupta,102532,"125, Station Rd, Chennai, Tamil Nadu",818371,sara8.gupta@yahoo.com,1328981460,1959-06-20,1985-07-13,Male,1887017.48,New,8752.98,42861.27,Y
Naveen,,Thomas,100507,"220, Church St, New Delhi, Delhi",573852,naveen.thomas@example.com,8319600352,1959-04-19,2013-05-13,male,-36289.05,Gold,42147.44,788248.94,
Emma,T,Das,103964,"194, 1st Main, Surat, Gujarat",899149,emma.dashotmail.com,98923 90161,1996-02-26,2019-01-18,F,1375556.31,Platinum,39108.02,657063.38,y
Aarav,P,Kumar,102003,"96, Lake View, Ahmedabad, Gujarat",243790,aarav.kumar@corporate.co,0924997104,1964-04-08,2011-03-11,Female,1387051.69,Silver,0.0,-21.52,
Liu,R,Iyer,101788,"62, Temple Rd PO Box 6698, Hyderabad, Telangana",970516,liu.iyerexample.com,10430 18247,1978-10-02,2013-01-12,Female,1845872.99,Bronze,21210.71,412078.35,0
Sneha,A,Fernandez,102780,"125, Business Park, Chandigarh, Punjab",235350,sneha.fernandez@yahoo.com,8645534174,1992-06-07,2007-11-30,Female,982159.97,Silver,13390.36,227510.88,
Chen,P,Nair,101120,"203, Lake View, Kolkata, West Bengal",899205,chen.nair@hotmail.com,86605 08632,1974-01-08,2007-02-27,M,1491757.94,Bronze,46746.55,53048.1,maybe
Karthik,,Wang,104751,"45, Sector 18, Jaipur, Rajasthan",660845,karthik.wang@yahoo.com,8250710202,1954-07-02,2000-06-09,male,22652.08,Platinum,4950.03,21153.48,n
Sara,,Dasgupta,102221,"202, Temple Rd, Chennai, Tamil Nadu",717889,sara.dasgupta@corporate.co,42545 94609,1974-07-13,2004-02-21,M,1313055.49,New,15214.49,132819.17,
Sowmya,Kr,Fernandez Jr.,102416,"62, Lake View PO Box 5167, Bengaluru, Karnataka",233737,sowmya.fernandez@yahoo.com,9700996102,1960-04-15,1954-03-05,F,1696742.04,New,27821.2,67492.52,
Sneha,,Khan,100611,"10, MG Road, Surat, Gujarat",236622,sneha.khan@mail.biz,8786189381,1946-08-05,1998-07-07,Unknown,805728.66,Bronze,31378.55,436189.91,N/A
Chen,K,Gonzalez,101695,"46, Industrial Area, Ahmedabad, Gujarat",568729,chen.gonzalez@yahoo.com,6848549301,1995-05-09,2025-04-02,F,152590.32,Occasional,19397.8,,Yes
Ananya,V,Johnson,103315,"20, Park Street, Jaipur, Rajasthan",100349,ananya.johnson@example.com,46379 40997,2006-08-27,2022-03-15,Female,1613640.59,Gold,37624.48,333173.79,
Rohit,,Johnson,101219,"163, Station Rd, Chennai, Tamil Nadu",000000,rohit.johnson@gmail.com,0395551907,1965-01-29,2011-01-26,M,1767687.41,Loyal,21379.95,81438.53,
Aarav,M,Das,104447,"195, Business Park, Mumbai, Maharashtra",201662,Aarav57@mail.biz,9757812105,1971-12-22,1996-05-20,Male,987256.64,Bronze,47904.56,571728.55,N/A
David,,Nair,104501,"2, 1st Main, Chandigarh, Punjab",852804,david.nair@corporate.co,97675 19575,1992-08-13,2009-06-26,female,198346.54,Occasional,25352.5,249286.77,n
Rohit,,Lee,101556,"132, Church St, Kolkata, West Bengal",577592,rohitlee@gmailcom,33568 33108,1960-01-29,1995-08-11,Female,1691120.54,New,32804.91,178615.77,
Lakshmi,Kr,Dasgupta,104098,"157, Sector 18, Hyderabad, Telangana",479022,Lakshmi79@mail.biz,+91-7486375038,1945-06-24,1998-11-19,male,1014438.37,Bronze,11735.21,16685.78,No
Raj,P,Fernandez,101539,"201, Industrial Area, Pune, Maharashtra",631542,raj.fernandez@corporate.co,+91-7959885153,1965-06-19,1957-07-20,M,1125819.5,Gold,40212.0,539365.36,No
Raj,T,Brown,104522,"56, Temple Rd, Chennai, Tamil Nadu",320943,raj.brown@gmail.com,2048956239,1975-06-04,1992-01-11,F,1306387.92,New,25293.3,424361.99,
Sneha,S,Wilson,103003,"197, Ring Road, Chandigarh, Punjab",605187,sneha.wilson@gmail.com,5570915175,1994-10-27,2018-10-16,F,1579468.83,Occasional,24920.42,324439.69,N/A
Michael,H,Singh,104800,"149, Cross St, Jaipur, Rajasthan",800829,michael.singh@mail.biz,35773 28208,1948-10-04,1994-07-24,M,1896844.28,Silver,0.0,159.48,n
Meera,Devi,Wang,102035,"85, Temple Rd, Pune, Maharashtra",450882,meera.wang@hotmail.com,6767998982,2003-01-23,2019-04-11,F,1350580.2,Silver,102.6,1244.62,
Liu,M,Iyer,100227,"198, Cross St PO Box 7303, Mumbai, Maharashtra",565517,liu.iyer@example.com,8204175195,1981-07-31,2000-08-22,Female,232864.79,Platinum,-19002.08,-170166.77,y
Karthik,,Johnson,103730,"23, Church St, Mumbai, Maharashtra",782154,karthik.johnson@gmail.com,8564011165,1963-05-20,1996-06-16,M,79600.53,Platinum,36409.37,72002.24,maybe
Amit,,Gupta,102271,"215, Sector 18, Ahmedabad, Gujarat",642992,amit.gupta@mail.biz,,1958-03-29,2001-06-18,O,479074.57,Bronze,25705.54,283895.6,N/A
Raj,Devi,Iyer,102603,"41, Park Street, Chennai, Tamil Nadu",863511,raj.iyer@yahoo.com,75560 53920,1992-07-31,2014-03-06,Male,73585.68,Gold,5226.16,38171.96,Yes
Fatima,,Patel,104538,"9, 1st Main, Ahmedabad, Gujarat",761970,fatima.patel@example.com,6793410981,2007-03-17,2025-01-23,F,406759.76,New,14676.32,135735.16,y
Oiver,L,Iyer,102805,"6, Temple Rd, Kolkata, West Bengal",774075,oiver.iyer@example.com,91612 76290,1966-04-20,2025-01-08,female,1596123.68,Bronze,0.0,175.73,n
Kumar,L,Wang,102607,"206, Ring Road, Jaipur, Rajasthan",618446,kumar.wang@gmail.com,4874785454,1962-09-18,1998-08-29,F,1609544.83,Bronze,16841.5,313837.76,N
Aarav,H,Patel,100883,"210, MG Road, Surat, Gujarat",755329,aarav.patel@yahoo.com,31123 81323,1996-08-18,2018-09-10,Unknown,1556516.13,Platinum,38876.91,176657.35,N
Raj,,Gonzalez,101000,"157, Industrial Area, Chennai, Tamil Nadu",735099,raj.gonzalez@corporate.co,32571 29339,1999-11-11,2021-08-30,M,225201.73,Occasional,10634.97,189376.27,
David,,Singh,101208,"238, Business Park, Hyderabad, Telangana",556305,david.singh@hotmail.com,4960078044,1970-04-29,2022-08-10,M,627453.93,Occasional,48433.48,913403.82,maybe
Liu,P,Sharma,101665,"171, Temple Rd, Ahmedabad, Gujarat",831950,,8078775932,1973-07-17,2016-08-11,Female,1138666.92,Silver,9621.59,72775.28,FALSE
Oliver,,Dasgupta,101093,"28, Park Street, Surat, Gujarat",267208,oliver.dasgupta@yahoo.com,7684662980,1961-11-05,1980-02-20,Male,294970.15,New,48071.7,523518.18,N
Oliver,L,Das,103644,"105, Church St, Jaipur, Rajasthan",952204,oliver.das@example.com,72445 90325,1980-02-20,2003-03-07,F,1441337.6,Platinum,21341.27,393941.41,N/A
Carlos,H,Iyer,104335,"171, Lake View, Chennai, Tamil Nadu",824357,carlos.iyer@corporate.co,50417 74770,1895-07-06,2002-10-17,F,619778.44,New,20114.4,202404.05,
Sneha,B,Wilson,100435,"47, Industrial Area, Mumbai, Maharashtra",868540,sneha.wilson@corporate.co,+91-3863213724,1960-10-14,2007-10-08,M,952371.34,New,28663.78,375684.88,N/A
Kumar,P,Das,104361," 43, Park Street, Kolkata, West Bengal   ",127658,kumar.das@yahoo.com,6865299479,1964-01-04,1984-09-29,M,1521949.28,Loyal,21692.66,403478.63,0
John,A,Kumar,102905,"100, Lake View, Kolkata, West Bengal",895202,john.kumar@yahoo.com,49937 17558,1958-12-04,1974-08-22,M,1712453.92,Gold,0.0,-32.77,N/A
Meera,,Das,104634,"213, Lake View, Kolkata, West Bengal",958120,meeradas@hotmailcom,7203699336,1953-11-03,1991-12-23,female,433808.84,Bronze,21762.09,145933.16,N
Sneha,A,Reddy,104088,"86, Cross St, Chandigarh, Punjab",676688,sneha.reddy@gmail.com,0843280584,1946-11-27,2018-12-18,Male,1438384.98,Occasional,27932.51,102903.59,TRUE
Oliver,V,Smith,101757,"219, Business Park, Ahmedabad, Gujarat",591085,oliver.smith@corporate.co,1701400765,1980-12-05,2016-09-25,,75433.36,Loyal,14035.42,138875.54,0
Sowmya,V,Nair,104309,"104, Ring Road, Chennai, Tamil Nadu",542037,sowmya.nair@gmail.com,09731241,2005-11-03,2023-05-20,M,736773.64,New,21144.31,34560.12,y
Liu,H,Johnson,101718,"191, Park Street, Pune, Maharashtra",101608,liu.johnson@yahoo.com,84377 75442,1965-02-21,2019-04-25,M,196573.44,Occasional,7708.8,135091.77,n
Lakshmi,,Johnson,102405,"171, Lake View, Hyderabad, Telangana",410796,lakshmi.johnson@yahoo.com,19642 40887,1976-04-04,2004-09-24,M,1563045.88,Loyal,35809.14,343302.19,Yes
Sara,R,Gonzalez,100578,"100, Station Rd, Ahmedabad, Gujarat",333089,sara.gonzalez@corporate.co,+91-8355118638,1980-12-22,2015-02-15,M,431755.74,Platinum,21544.12,395655.33,N
AMI,,Singh,101687,"177, Cross St, Hyderabad, Telangana",269099,ami.singh@hotmail.com,50957 21862,1987-06-27,2007-09-07,M,1985191.0,Loyal,44398.65,670266.98,maybe
John,,Wilson,101633,"24, 1st Main, Hyderabad, Telangana",329475,john.wilson@yahoo.com,6997836937,1953-02-15,1952-09-22,M,60472.69,Platinum,21704.44,330432.23,N
Carlos,,Smith_,101410,"132, Industrial Area, Kolkata, West Bengal",126420,carlos.smith_@corporate.co,95814 75888,1958-04-04,1985-02-15,F,987225.7,New,28855.87,133056.07,y
John2,T,Patel,102062,"218, Cross St, Jaipur, Rajasthan",404992,john2.patel@hotmail.com,7728255735,1989-05-24,2019-12-16,F,616512.05,New,42978.82,579456.6,
Sowmya,,Wilson,101083,"169, Lake View, Surat, Gujarat",78439,sowmya.wilson@corporate.co,9540666279,1976-07-26,2014-08-09,M,519817.79,New,45049.97,639007.36,N/A
Kumaré,P,Gupta,103496,"76, Cross St PO Box 8765, Surat, Gujarat",243584,kumaré.gupta@hotmail.com,9473109453,1949-04-12,2007-09-11,male,748619.94,Bronze,24722.34,229829.63,FALSE
Lakshmi,,Smith,102108,"52, Church St, Surat, Gujarat",,lakshmi.smith@mail.biz,+91-8363453409,1965-03-07,1988-01-29,F,209755.26,New,3248.99,33023.23,
Karthik,A,Khan,104725,"219, Ring Road, Bengaluru, Karnataka",848753,karthik.khan@gmail.com,5046246281,1955-11-11,2020-12-24,Female,1448321.47,Occasional,29199.29,66884.24,FALSE
Aarav,M,Thomas,101540,"193, Sector 18, Ahmedabad, Gujarat",165296,aarav.thomas@gmail.com,5732464360,1998-05-28,2023-12-31,F,25496.42,New,37989.77,507851.15,N
Noah,K,Singh,104322,"62, 1st Main, Jaipur, Rajasthan",154210,noah.singh@example.com,34107 78162,1981-09-24,1998-10-26,male,547614.75,Loyal,0.0,21.19,Y
Sneha,V,Fernandez,103984,"196, Business Park, Jaipur, Rajasthan",429664,sneha.fernandez@mail.biz,9593589480,1977-08-29,2003-03-15,Female,333773.25,Silver,22515.8,195339.17,maybe
Sneha,S,Thomas,100069,"144, Temple Rd, Jaipur, Rajasthan",156911,sneha.thomas@hotmail.com,8375734060,1999-04-06,2018-08-23,M,919521.56,New,37869.61,71607.62,0
Meera,Na,Patel,101925,"120, Industrial Area, Kolkata, West Bengal",939272,meera.patel@hotmail.com,+91-6739356488,1949-11-22,2015-07-13,Female,1947776.07,New,562.17,5436.07,n
Carlos,R,Nair,101029,"64, MG Road, Jaipur, Rajasthan",882935,carlos.nair@yahoo.com,43554 40774,1958-01-14,1989-07-25,M,1188315.46,Gold,21869.1,326085.28,
Priya,,Nair,100923,"46, Temple Rd, Hyderabad, Telangana",866489,priya.nair@mail.biz,0686795816,1988-05-02,2025-04-12,male,1478798.39,Bronze,24552.13,335836.66,y
Priya,Devi,Gupta,103918,"176, Cross St PO Box 9834, Jaipur, Rajasthan",127210,priya.gupta@mail.biz,1173228188,1945-03-03,2002-02-11,Female,90346.81,Silver,26228.94,301119.7,N/A
Emma,L,Gupta,102522,"23, Temple Rd, Bengaluru, Karnataka",271807,emma.gupta@yahoo.com,71026 20104,2001-08-28,2019-08-02,M,1186041.35,Gold,11412.82,136677.19,
Sara,L,Gonzalez,102414,"113, Ring Road, New Delhi, Delhi",304545,saragonzalez@gmailcom,+91-7749563658,1991-12-19,2017-07-16,Other,738509.57,Gold,27665.38,124676.51,FALSE
Sowmya,,Reddy,101922,"231, Park Street, Pune, Maharashtra",416549,sowmya.reddy@gmail.com,92281 49336,1961-06-16,2013-03-22,M,555915.58,Bronze,24085.22,122319.94,
Aara,Na,Sharma,101411,"247, Temple Rd, Kolkata, West Bengal",657617,aara.sharma@yahoo.com,1406377326,1996-04-27,2012-01-12,O,144540.02,Loyal,9658.86,138989.76,Y
Aarav,Kr,Reddy,100219,"244, Cross St PO Box 9952, Chandigarh, Punjab",302408,aarav.reddy@yahoo.com,1381993282,1969-05-23,2025-02-24,M,23697.79,Bronze,26012.39,258537.63,maybe
Sneha,T,Iyer,100156,"51, Church St, Mumbai, Maharashtra",294655,sneha.iyer@gmail.com,78198 49160,1977-03-03,1996-09-05,M,1333991.33,New,26140.61,30009.21,N/A
Meera,,Kumar,101323,"130, Church St, Chandigarh, Punjab",LdMhLG,meera.kumar@example.com,3309956415,2000-10-24,2016-03-14,M,1840224.16,New,27656.36,399255.98,n
Lakshmi,,Singh,101949,"142, Church St, Bengaluru, Karnataka",159688,lakshmi.singh@mail.biz,7488292231,1993-09-29,2022-04-03,F,1676107.56,Loyal,-7730.07,-139228.56,1
David,R,Khan,104415,"241, Ring Road, Mumbai, Maharashtra",728669,david.khan@mail.biz,4674954768,1983-10-24,2022-08-01,M,281961.29,Platinum,10353.04,61752.56,1
Sneha,B,Sharma,101489,"184, Sector 18, Chennai, Tamil Nadu",350316,sneha.sharma@gmail.com,0864030013,2007-02-14,2024-12-14,M,1800462.27,Bronze,38902.83,690711.3,TRUE
avid,R,Sharma,100745,"12, Church St, Mumbai, Maharashtra",570565,avid.sharma@yahoo.com,2259237379,1967-09-09,2019-03-18,F,1459232.56,Occasional,33088.57,414063.11,maybe
Noah,M,Smith Jr.,102033,"188, Ring Road, Hyderabad, Telangana",000000,noah.smith@corporate.co,1416665097,2006-07-16,2024-08-22,M,779851.85,Bronze,18405.47,358518.61,Y
Naveen,Na,Reddy,100406,"155, Business Park, Pune, Maharashtra",4idpLx,naveen.reddy@yahoo.com,5133995413,1961-02-03,2004-11-04,Female,805636.32,Occasional,30565.21,,y
